comment,tokenized_comment,comment_without_stopword,stopword,translated_tokenized_comment,translated_comment_without_stopword,translated_stopword,pos_tagged_tokenized_comment,pos_tagged_comment_without_stopword,pos_tagged_stopword
অালহামদুলিল্লাহ্!  খুব ভালো একটা উদ্যোগ ,"['অালহামদুলিল্লাহ্', 'খুব', 'ভালো', 'একটা', 'উদ্যোগ']","['অালহামদুলিল্লাহ্', 'একটা', 'উদ্যোগ']","['খুব', 'ভালো']","['Alhamdulillah', 'Very', 'Good', 'One', 'Initiative']","['Alhamdulillah', 'One', 'Initiative']","['Very', 'Good']","['NNP', 'RB', 'JJ', 'CD', 'NN']","['NNP', 'CD', 'NNP']","['RB', 'JJ']"
বাহ !!!!,['বাহ'],[],['বাহ'],['Wow'],[],['Wow'],['NN'],[],['NN']
এই পোলাটা কে,"['এই', 'পোলাটা', 'কে']","['পোলাটা', 'কে']",['এই'],"['This', 'Bolt', 'Who']","['Bolt', 'Who']",['This'],"['DT', 'NNP', 'WP']","['NNS', 'WP']",['DT']
যা লিখি ফ্রেন্ডলিস্টের সবাই দেখে ফেলে,"['যা', 'লিখি', 'ফ্রেন্ডলিস্টের', 'সবাই', 'দেখে', 'ফেলে']","['যা', 'লিখি', 'ফ্রেন্ডলিস্টের', 'সবাই', 'দেখে', 'ফেলে']",[],"['Which', 'Writing', 'Friendlist', 'Everyone', 'Seeing', 'Out']","['Which', 'Writing', 'Friendlist', 'Everyone', 'Seeing', 'Out']",[],"['JJ', 'NNP', 'NNP', 'NNP', 'VBG', 'RP']","['JJ', 'NNP', 'NNP', 'NNP', 'VBG', 'RP']",[]
ঠিক কথা বলছে হিরু,"['ঠিক', 'কথা', 'বলছে', 'হিরু']","['ঠিক', 'বলছে', 'হিরু']",['কথা'],"['Right', 'Talk', 'Say', 'Hiru']","['Right', 'Say', 'Hiru']",['Talk'],"['JJ', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",['NN']
ভাইয়া  সাহায্য  করবেন আমাকে ,"['ভাইয়া', 'সাহায্য', 'করবেন', 'আমাকে']","['ভাইয়া', 'সাহায্য', 'করবেন', 'আমাকে']",[],"['Brother', 'Help', 'Do', 'Me']","['Brother', 'Help', 'Do', 'Me']",[],"['NNP', 'NNP', 'VB', 'NNP']","['NNP', 'NNP', 'VB', 'NNP']",[]
সুন্দর হয়েছে।,"['সুন্দর', 'হয়েছে']","['সুন্দর', 'হয়েছে']",[],"['Beautiful', 'Have been']","['Beautiful', 'Have been']",[],"['NNP', 'NNP']","['NNP', 'NNP']",[]
সাফা তুমি কি আমার জাস্ট ফ্রেন্ড হবা ,"['সাফা', 'তুমি', 'কি', 'আমার', 'জাস্ট', 'ফ্রেন্ড', 'হবা']","['সাফা', 'আমার', 'জাস্ট', 'ফ্রেন্ড', 'হবা']","['তুমি', 'কি']","['Safety', 'You', 'What', 'Me', 'Just', 'Friend', 'Welcome']","['Safety', 'Me', 'Just', 'Friend', 'Welcome']","['You', 'What']","['NN', 'PRP', 'WP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['PRP', 'WP']"
সুপার হিট হিরো আলম,"['সুপার', 'হিট', 'হিরো', 'আলম']","['সুপার', 'হিট', 'হিরো', 'আলম']",[],"['Superintendent', 'Hits', 'Hero', 'Elasticity']","['Superintendent', 'Hits', 'Hero', 'Elasticity']",[],"['JJ', 'NNP', 'NNP', 'NNP']","['JJ', 'NNP', 'NNP', 'NNP']",[]
আমিন আমিন ,"['আমিন', 'আমিন']","['আমিন', 'আমিন']",[],"['Amin', 'Amin']","['Amin', 'Amin']",[],"['NNP', 'NNP']","['NNP', 'NNP']",[]
তুমি।,['তুমি'],['তুমি'],[],['You'],['You'],[],['PRP'],['PRP'],[]
কমেন্ট গুলা মজার।।,"['কমেন্ট', 'গুলা', 'মজার']","['গুলা', 'মজার']",['কমেন্ট'],"['Comment', 'Ferry', 'Dungeon']","['Ferry', 'Dungeon']",['Comment'],"['NN', 'NNP', 'NNP']","['NNP', 'NNP']",['NN']
সুন্দর কথা বলছেন ভাই।,"['সুন্দর', 'কথা', 'বলছেন', 'ভাই']","['বলছেন', 'ভাই']","['সুন্দর', 'কথা']","['Beautiful', 'Talk', 'Say', 'Brother']","['Say', 'Brother']","['Beautiful', 'Talk']","['JJ', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP']","['JJ', 'NN']"
মায়া কাটে না।,"['মায়া', 'কাটে', 'না']","['মায়া', 'কাটে', 'না']",[],"['Tenderness', 'Cut', 'Not']","['Tenderness', 'Cut', 'Not']",[],"['NN', 'NNP', 'RB']","['NN', 'NNP', 'RB']",[]
অসাধারণ হয়েছে,"['অসাধারণ', 'হয়েছে']","['অসাধারণ', 'হয়েছে']",[],"['Extraordinary', 'Have been']","['Extraordinary', 'Have been']",[],"['JJ', 'NNP']","['JJ', 'NNP']",[]
রাত জেগে ম্যাচ টা দেখেছিলাম।,"['রাত', 'জেগে', 'ম্যাচ', 'টা', 'দেখেছিলাম']","['রাত', 'জেগে', 'ম্যাচ', 'দেখেছিলাম']",['টা'],"['Night', 'Wake up', 'Match', 'T', 'I saw']","['Night', 'Wake up', 'Match', 'I saw']",['T'],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP']",['NN']
নববর্ষের শুভেচ্ছা ।,"['নববর্ষের', 'শুভেচ্ছা']","['নববর্ষের', 'শুভেচ্ছা']",[],"['New Year', 'Greeting']","['New Year', 'Greeting']",[],"['JJ', 'VBG']","['JJ', 'VBG']",[]
ঠিকআছে ভাইয়া,"['ঠিকআছে', 'ভাইয়া']","['ঠিকআছে', 'ভাইয়া']",[],"['Right', 'Brother']","['Right', 'Brother']",[],"['RB', 'NNP']","['RB', 'NNP']",[]
প্রাইস,['প্রাইস'],['প্রাইস'],[],['Price'],['Price'],[],['NN'],['NN'],[]
সহমত হিলো আলম ভাই,"['সহমত', 'হিলো', 'আলম', 'ভাই']","['সহমত', 'হিলো', 'আলম']",['ভাই'],"['Agree', 'Heal', 'Elasticity', 'Brother']","['Agree', 'Heal', 'Elasticity']",['Brother'],"['NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",['NN']
বাক্কা ভালা লাগল পর্দা করা দেখিয়া।,"['বাক্কা', 'ভালা', 'লাগল', 'পর্দা', 'করা', 'দেখিয়া']","['বাক্কা', 'ভালা', 'লাগল', 'পর্দা', 'করা', 'দেখিয়া']",[],"['Talk', 'Good', 'Looked', 'Veil', 'Do', 'See']","['Talk', 'Good', 'Looked', 'Veil', 'Do', 'See']",[],"['NN', 'NNP', 'NNP', 'NNP', 'NNP', 'VB']","['NN', 'NNP', 'NNP', 'NNP', 'NNP', 'VB']",[]
আচ্ছা থাকার চেষ্টা করবো।ইনশাআল্লাহ,"['আচ্ছা', 'থাকার', 'চেষ্টা', 'করবো', 'ইনশাআল্লাহ']","['আচ্ছা', 'থাকার', 'চেষ্টা', 'করবো', 'ইনশাআল্লাহ']",[],"['Well', 'Stay', 'Attempt', 'I will', 'Insha Allah']","['Well', 'Stay', 'Attempt', 'I will', 'Insha Allah']",[],"['RB', 'NNP', 'NNP', 'NNP', 'NNP']","['RB', 'NNP', 'NNP', 'NNP', 'NNP']",[]
হিরো আলম রাইট,"['হিরো', 'আলম', 'রাইট']","['হিরো', 'আলম', 'রাইট']",[],"['Hero', 'Elasticity', 'Right']","['Hero', 'Elasticity', 'Right']",[],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",[]
অপুর্ব,['অপুর্ব'],['অপুর্ব'],[],['Uninterrupted'],['Uninterrupted'],[],['VBN'],['VBN'],[]
ডাবল আওয়াজ আসছে।,"['ডাবল', 'আওয়াজ', 'আসছে']","['ডাবল', 'আওয়াজ', 'আসছে']",[],"['Double', 'Noise', 'Coming']","['Double', 'Noise', 'Coming']",[],"['JJ', 'NNP', 'NNP']","['JJ', 'NNP', 'NNP']",[]
সালাম বড় ভাই,"['সালাম', 'বড়', 'ভাই']","['সালাম', 'বড়']",['ভাই'],"['Salute', 'Great', 'Brother']","['Salute', 'Great']",['Brother'],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP']",['NN']
আল্লাহ অনেক সুন্দর,"['আল্লাহ', 'অনেক', 'সুন্দর']","['আল্লাহ', 'সুন্দর']",['অনেক'],"['Allah', 'Many', 'Beautiful']","['Allah', 'Beautiful']",['Many'],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP']",['JJ']
সুবিধা পাটি,"['সুবিধা', 'পাটি']","['সুবিধা', 'পাটি']",[],"['Advantage', 'Foot']","['Advantage', 'Foot']",[],"['JJ', 'NN']","['JJ', 'NN']",[]
সেলুট জানাই বস।।।,"['সেলুট', 'জানাই', 'বস']","['সেলুট', 'জানাই']",['বস'],"['Sale', 'Informed', 'Camouflage']","['Sale', 'Informed']",['Camouflage'],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP']",['NN']
মাসাঅাল্লাহ্ প্রিয় শায়খ।জাজাকাল্লাহ খাইরান,"['মাসাঅাল্লাহ্', 'প্রিয়', 'শায়খ', 'জাজাকাল্লাহ', 'খাইরান']","['মাসাঅাল্লাহ্', 'প্রিয়', 'শায়খ', 'জাজাকাল্লাহ', 'খাইরান']",[],"['Masaullah', 'Beloved', 'Shaykh', 'Jazakallah', 'Eat']","['Masaullah', 'Beloved', 'Shaykh', 'Jazakallah', 'Eat']",[],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP']",[]
একের,['একের'],['একের'],[],['One'],['One'],[],['CD'],['CD'],[]
প্লিজ পুরা ছবিটা দেখেন সবাই!আহ বিড়ালটা!,"['প্লিজ', 'পুরা', 'ছবিটা', 'দেখেন', 'সবাই', 'আহ', 'বিড়ালটা']","['প্লিজ', 'পুরা', 'ছবিটা', 'দেখেন', 'সবাই', 'আহ', 'বিড়ালটা']",[],"['Plz', 'Full', 'Picture', 'See', 'Everyone', 'Ah', 'Cat']","['Plz', 'Full', 'Picture', 'See', 'Everyone', 'Ah', 'Cat']",[],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']",[]
সাহিদুল ইসলাম সুমন ,"['সাহিদুল', 'ইসলাম', 'সুমন']","['সাহিদুল', 'ইসলাম', 'সুমন']",[],"['Saheed', 'Islam', 'Squeeze']","['Saheed', 'Islam', 'Squeeze']",[],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']",[]
লিপস্টিপটা কিচেনে যাওয়ার আগে দিছো,"['লিপস্টিপটা', 'কিচেনে', 'যাওয়ার', 'আগে', 'দিছো']","['লিপস্টিপটা', 'কিচেনে', 'যাওয়ার', 'দিছো']",['আগে'],"['Lipstip', 'Kitchen', 'Go', 'Before', 'Doing']","['Lipstip', 'Kitchen', 'Go', 'Doing']",['Before'],"['NNP', 'NNP', 'NNP', 'IN', 'VBG']","['NNP', 'NNP', 'NNP', 'NNP']",['IN']
আপনগ,['আপনগ'],['আপনগ'],[],['Nephew'],['Nephew'],[],['NN'],['NN'],[]
ইনশাআল্লাহ আল্লাহ চাহেতো অবশ্যই করবো । ,"['ইনশাআল্লাহ', 'আল্লাহ', 'চাহেতো', 'অবশ্যই', 'করবো']","['ইনশাআল্লাহ', 'আল্লাহ', 'চাহেতো', 'অবশ্যই', 'করবো']",[],"['Insha Allah', 'Allah', 'Inherent', 'In course', 'I will']","['Insha Allah', 'Allah', 'Inherent', 'In course', 'I will']",[],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP']",[]
বাবা মেয়ে,"['বাবা', 'মেয়ে']",['মেয়ে'],['বাবা'],"['Father', 'Girl']",['Girl'],['Father'],"['NNP', 'NNP']",['NN'],['NN']
দারুণ লাগছে,"['দারুণ', 'লাগছে']",['লাগছে'],['দারুণ'],"['Good', 'Look']",['Look'],['Good'],"['JJ', 'NN']",['VB'],['JJ']
খেলা নাই,"['খেলা', 'নাই']","['খেলা', 'নাই']",[],"['Play', 'No']","['Play', 'No']",[],"['VB', 'DT']","['VB', 'DT']",[]
ভালোবাসার রাজনীতিবীদভালোবাসার খেলোওয়ারভালোবাসার মানুষ,"['ভালোবাসার', 'রাজনীতিবীদভালোবাসার', 'খেলোওয়ারভালোবাসার', 'মানুষ']","['ভালোবাসার', 'রাজনীতিবীদভালোবাসার', 'খেলোওয়ারভালোবাসার']",['মানুষ'],"['Love', 'Politician', 'Playwright', 'Man']","['Love', 'Politician', 'Playwright']",['Man'],"['NNP', 'NNP', 'NNP', 'NN']","['NNP', 'NNP', 'NNP']",['NN']
দোয়া ও শুভ কামনা রইল প্রিয় ম্যাশ!,"['দোয়া', 'ও', 'শুভ', 'কামনা', 'রইল', 'প্রিয়', 'ম্যাশ']","['দোয়া', 'ও', 'শুভ', 'কামনা', 'রইল', 'প্রিয়', 'ম্যাশ']",[],"['Blessing', 'O', 'Auspicious', 'Desire', 'Royal', 'Beloved', 'Mash']","['Blessing', 'O', 'Auspicious', 'Desire', 'Royal', 'Beloved', 'Mash']",[],"['VBG', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['VBG', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']",[]
মুশি ভাই,"['মুশি', 'ভাই']",['মুশি'],['ভাই'],"['Moshi', 'Brother']",['Moshi'],['Brother'],"['NNP', 'NNP']",['NN'],['NN']
কি,['কি'],[],['কি'],['What'],[],['What'],['WP'],[],['WP']
ইনশাআল্লাহ যুক্ত থাকার চেষ্টা করবো,"['ইনশাআল্লাহ', 'যুক্ত', 'থাকার', 'চেষ্টা', 'করবো']","['ইনশাআল্লাহ', 'যুক্ত', 'থাকার', 'চেষ্টা', 'করবো']",[],"['Insha Allah', 'Associated', 'Stay', 'Attempt', 'I will']","['Insha Allah', 'Associated', 'Stay', 'Attempt', 'I will']",[],"['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP']",[]
সবসময় শুভকামনা,"['সবসময়', 'শুভকামনা']","['সবসময়', 'শুভকামনা']",[],"['Always', 'Good luck']","['Always', 'Good luck']",[],"['NNS', 'VBP']","['NNS', 'VBP']",[]
কর,['কর'],['কর'],[],['Tackle'],['Tackle'],[],['NN'],['NN'],[]
পরিবেশ টা সুন্দর কোন হইচৈ নাই,"['পরিবেশ', 'টা', 'সুন্দর', 'কোন', 'হইচৈ', 'নাই']","['পরিবেশ', 'টা', 'সুন্দর']","['কোন', 'হইচৈ', 'নাই']","['Environment', 'T', 'Beautiful', 'Any', 'Hiccup', 'No']","['Environment', 'T', 'Beautiful']","['Any', 'Hiccup', 'No']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP']","['DT', 'NNP', 'NNP']"
এবার সুন্দর লাগছে আপু। অভিনন্দন,"['এবার', 'সুন্দর', 'লাগছে', 'আপু', 'অভিনন্দন']","['সুন্দর', 'লাগছে', 'আপু', 'অভিনন্দন']",['এবার'],"['This time', 'Beautiful', 'Look', 'Apocalyptic', 'Congratulations']","['Beautiful', 'Look', 'Apocalyptic', 'Congratulations']",['This time'],"['NNP', 'NNP', 'NNP', 'NNP', 'NNS']","['JJ', 'NNP', 'NNP', 'NNS']",['NN']
প্রকৃত বীর,"['প্রকৃত', 'বীর']","['প্রকৃত', 'বীর']",[],"['True', 'Brave']","['True', 'Brave']",[],"['NNS', 'VBP']","['NNS', 'VBP']",[]
আপনার ভাল কাজগুলোই আপনাকে অসাধারণ করেছে। ,"['আপনার', 'ভাল', 'কাজগুলোই', 'আপনাকে', 'অসাধারণ', 'করেছে']","['আপনার', 'ভাল', 'কাজগুলোই', 'আপনাকে', 'অসাধারণ', 'করেছে']",[],"['Yours', 'Good', 'Work', 'You', 'Extraordinary', 'Did']","['Yours', 'Good', 'Work', 'You', 'Extraordinary', 'Did']",[],"['RB', 'JJ', 'NNP', 'PRP', 'VBP', 'VB']","['RB', 'JJ', 'NNP', 'PRP', 'VBP', 'VB']",[]
বান্দর,['বান্দর'],['বান্দর'],[],['Monkey'],['Monkey'],[],['NN'],['NN'],[]
একটি আদর্শ পরিবার,"['একটি', 'আদর্শ', 'পরিবার']","['আদর্শ', 'পরিবার']",['একটি'],"['A', 'Ideal', 'Family']","['Ideal', 'Family']",['A'],"['DT', 'NNP', 'NNP']","['NNP', 'NNP']",['DT']
বাপ বেটাকে  সুন্দর লাকছে,"['বাপ', 'বেটাকে', 'সুন্দর', 'লাকছে']","['বাপ', 'বেটাকে', 'সুন্দর', 'লাকছে']",[],"['Father', 'Bait', 'Beautiful', 'Lacquer']","['Father', 'Bait', 'Beautiful', 'Lacquer']",[],"['NNP', 'NNP', 'NNP', 'NNP']","['NNP', 'NNP', 'NNP', 'NNP']",[]
ভালবাসার মুশি ভাই,"['ভালবাসার', 'মুশি', 'ভাই']","['ভালবাসার', 'মুশি']",['ভাই'],"['Love', 'Moshi', 'Brother']","['Love', 'Moshi']",['Brother'],"['NNP', 'NNP', 'NNP']","['NNP', 'NNP']",['NN']
মায়াদেবী ,['মায়াদেবী'],['মায়াদেবী'],[],['Maid'],['Maid'],[],['NN'],['NN'],[]
প্র‌তিবা‌দের ভাষা আ‌রো সুন্দর হ‌লে ভাল হয়।,"['প্রতিবাদের', 'ভাষা', 'আরো', 'সুন্দর', 'হলে', 'ভাল', 'হয়']","['প্রতিবাদের', 'ভাষা', 'সুন্দর', 'হলে', 'ভাল', 'হয়']",['আরো'],"['Protest', 'Language', 'More', 'Beautiful', 'In', 'Good', 'Is']","['Protest', 'Language', 'Beautiful', 'In', 'Good', 'Is']",['More'],"['JJS', 'NN', 'RBR', 'JJ', 'IN', 'NNP', 'NN']","['NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NN']",['RBR']
